N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
303.0,ACE 미국S&P500,14930.0,30.0,+0.20%,0.0,15010.0,15010.0,14905.0
304.0,SPC삼립,67500.0,300.0,-0.44%,5000.0,68300.0,68300.0,67300.0
305.0,삼성화재우,182200.0,500.0,-0.27%,500.0,182700.0,182900.0,181300.0
306.0,한국카본,13220.0,160.0,+1.23%,500.0,13100.0,13350.0,12810.0
307.0,신세계인터내셔날,16260.0,330.0,-1.99%,1000.0,16570.0,16690.0,16220.0
308.0,동원F&B,30050.0,100.0,-0.33%,1000.0,29800.0,30650.0,29350.0
309.0,TIGER 미국달러단기채권액티브,11570.0,165.0,-1.41%,0.0,11665.0,11665.0,11560.0
310.0,TIGER 차이나항셍테크,6065.0,95.0,+1.59%,0.0,6000.0,6080.0,5920.0
311.0,삼성 인버스 2X 천연가스 선물 ETN C,57350.0,3270.0,+6.05%,0.0,57680.0,57680.0,56460.0
312.0,대한해운,1796.0,4.0,-0.22%,500.0,1801.0,1812.0,1784.0
313.0,쿠쿠홀딩스,16100.0,10.0,-0.06%,100.0,15920.0,16100.0,15630.0
314.0,TIGER 24-10 회사채(A+이상)액티브,53145.0,10.0,+0.02%,0.0,53145.0,53165.0,53135.0
315.0,애경산업,21450.0,350.0,+1.66%,1000.0,21100.0,21700.0,20900.0
316.0,QV 코스피 변동성 매칭형 양매도 ETN,8075.0,0.0,0.00%,0.0,8075.0,8075.0,8075.0
317.0,자화전자,25600.0,600.0,+2.40%,500.0,25400.0,25950.0,25250.0
318.0,삼성 레버리지 WTI원유 선물 ETN,1395.0,60.0,-4.12%,0.0,1405.0,1410.0,1385.0
319.0,케이카,11710.0,210.0,-1.76%,500.0,11920.0,12050.0,11700.0
320.0,빙그레,56900.0,1200.0,-2.07%,5000.0,57400.0,58400.0,56000.0
321.0,KOSEF 200TR,41535.0,570.0,+1.39%,0.0,41550.0,41570.0,41370.0
322.0,한국단자,53400.0,0.0,0.00%,500.0,53400.0,54000.0,53100.0
323.0,롯데손해보험,1786.0,44.0,-2.40%,1000.0,1825.0,1840.0,1770.0
324.0,HANARO 200,33510.0,450.0,+1.36%,0.0,33485.0,33525.0,33375.0
325.0,동아에스티,62700.0,100.0,-0.16%,5000.0,62100.0,65100.0,61200.0
326.0,DI동일,20700.0,150.0,+0.73%,500.0,20500.0,20800.0,20400.0
327.0,고려제강,21550.0,450.0,+2.13%,1000.0,21050.0,21900.0,20900.0
328.0,KODEX Fn Top10동일가중,8195.0,160.0,+1.99%,0.0,8155.0,8200.0,8090.0
329.0,KODEX 반도체,33525.0,805.0,+2.46%,0.0,33750.0,34115.0,33395.0
330.0,KBSTAR 23-11 회사채(AA-이상)액티브,51855.0,10.0,+0.02%,0.0,51850.0,51855.0,51850.0
331.0,KODEX 미국S&P500TR,13290.0,20.0,+0.15%,0.0,13360.0,13365.0,13275.0
332.0,한화투자증권,2485.0,75.0,+3.11%,5000.0,2410.0,2500.0,2410.0
333.0,신한알파리츠,6020.0,10.0,+0.17%,1000.0,6040.0,6040.0,5970.0
334.0,신영증권,55900.0,0.0,0.00%,5000.0,55800.0,56300.0,55400.0
335.0,KODEX Top5PlusTR,18545.0,485.0,+2.69%,0.0,18460.0,18545.0,18400.0
336.0,TIGER Fn반도체TOP10,9270.0,170.0,+1.87%,0.0,9390.0,9450.0,9260.0
337.0,KODEX 코스닥150,14550.0,350.0,+2.46%,0.0,14425.0,14590.0,14360.0
338.0,티웨이항공,2585.0,10.0,-0.39%,500.0,2595.0,2610.0,2560.0
339.0,바이오노트,4965.0,45.0,-0.90%,500.0,4985.0,5030.0,4950.0
340.0,유안타증권,2515.0,5.0,-0.20%,5000.0,2545.0,2545.0,2500.0
341.0,신한 레버리지 WTI원유 선물 ETN(H),1000.0,25.0,-2.44%,0.0,1005.0,1010.0,995.0
342.0,KODEX 선진국MSCI World,22565.0,30.0,+0.13%,0.0,22550.0,22650.0,22540.0
343.0,미래에셋증권2우B,3560.0,5.0,+0.14%,5000.0,3580.0,3580.0,3540.0
344.0,SBS,26950.0,50.0,-0.19%,5000.0,26850.0,27050.0,26750.0
345.0,현대홈쇼핑,40950.0,100.0,-0.24%,5000.0,41000.0,41150.0,40700.0
346.0,KODEX 미국나스닥100TR,13440.0,135.0,+1.01%,0.0,13470.0,13480.0,13425.0
347.0,NICE,12940.0,140.0,+1.09%,500.0,12990.0,12990.0,12830.0
348.0,지누스,25850.0,400.0,+1.57%,500.0,25450.0,25850.0,25450.0
349.0,ACE 미국나스닥100,15565.0,170.0,+1.10%,0.0,15580.0,15595.0,15530.0
350.0,엠씨넥스,26950.0,350.0,+1.32%,500.0,26950.0,27100.0,26700.0
351.0,KBSTAR 단기통안채,108765.0,40.0,+0.04%,0.0,108745.0,108775.0,108745.0
352.0,동국제강,9640.0,40.0,+0.42%,5000.0,9660.0,9790.0,9470.0
353.0,쿠쿠홈시스,21300.0,150.0,+0.71%,100.0,21150.0,21350.0,20950.0
354.0,부광약품,6680.0,20.0,-0.30%,500.0,6700.0,6790.0,6680.0
355.0,쏘카,14400.0,250.0,+1.77%,100.0,14150.0,14700.0,13910.0
356.0,KODEX 미국FANG플러스(H),29155.0,1150.0,+4.11%,0.0,28890.0,29210.0,28810.0
357.0,삼성SDI우,291000.0,3500.0,+1.22%,5000.0,288000.0,292000.0,288000.0
358.0,한화손해보험,4030.0,10.0,+0.25%,5000.0,4020.0,4070.0,3995.0
359.0,LX하우시스,52300.0,200.0,-0.38%,5000.0,52500.0,53500.0,51700.0
360.0,코람코에너지리츠,5290.0,90.0,+1.73%,500.0,5210.0,5300.0,5160.0
361.0,화승엔터프라이즈,7630.0,80.0,-1.04%,500.0,7640.0,7750.0,7540.0
362.0,국도화학,51000.0,100.0,-0.20%,5000.0,51000.0,51900.0,50600.0
363.0,ACE 종합채권(AA-이상)KIS액티브,95625.0,210.0,+0.22%,0.0,95595.0,95720.0,95540.0
364.0,삼양사,44000.0,0.0,0.00%,5000.0,44900.0,44950.0,43950.0
365.0,ACE 200,33680.0,440.0,+1.32%,0.0,33575.0,33705.0,33555.0
366.0,케이씨텍,21700.0,50.0,+0.23%,500.0,22000.0,22000.0,21400.0
367.0,화신,12790.0,100.0,-0.78%,500.0,12980.0,13100.0,12640.0
368.0,SK디앤디,20100.0,150.0,-0.74%,1000.0,20250.0,20350.0,19980.0
369.0,한섬,18060.0,220.0,-1.20%,500.0,18280.0,18450.0,18030.0
370.0,TIGER 단기채권액티브,52440.0,25.0,+0.05%,0.0,52420.0,52440.0,52405.0
371.0,유나이티드제약,27150.0,850.0,+3.23%,500.0,26300.0,27600.0,26300.0
372.0,영진약품,2410.0,40.0,+1.69%,500.0,2370.0,2455.0,2370.0
373.0,흥아해운,1831.0,2.0,+0.11%,500.0,1825.0,1849.0,1815.0
374.0,TIGER 24-04 회사채(A+이상)액티브,50900.0,0.0,0.00%,0.0,50900.0,50910.0,50895.0
375.0,일동제약,16160.0,30.0,+0.19%,1000.0,16140.0,16300.0,16020.0
376.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),8600.0,10.0,+0.12%,0.0,8590.0,8620.0,8540.0
377.0,이엔플러스,6320.0,10.0,-0.16%,500.0,6260.0,6470.0,6240.0
378.0,파미셀,7110.0,220.0,+3.19%,500.0,7000.0,7190.0,6990.0
379.0,KODEX 단기변동금리부채권액티브,107735.0,50.0,+0.05%,0.0,107750.0,107750.0,107735.0
380.0,KODEX 23-12 국고채액티브,10300.0,0.0,0.00%,0.0,10305.0,10305.0,10300.0
381.0,삼천리,105100.0,1300.0,+1.25%,5000.0,103800.0,105900.0,103500.0
382.0,세아홀딩스,106400.0,400.0,+0.38%,5000.0,105100.0,106600.0,105100.0
383.0,엘브이엠씨홀딩스,2460.0,15.0,+0.61%,0.0,2445.0,2485.0,2420.0
384.0,LF,14410.0,0.0,0.00%,5000.0,14500.0,14500.0,14300.0
385.0,현대그린푸드,12330.0,180.0,+1.48%,500.0,12170.0,12390.0,12100.0
386.0,삼화콘덴서,39750.0,750.0,+1.92%,1000.0,39300.0,40350.0,39300.0
387.0,송원산업,17170.0,30.0,+0.18%,500.0,17100.0,17250.0,17090.0
388.0,유니퀘스트,15720.0,650.0,+4.31%,500.0,15070.0,15760.0,15070.0
389.0,ARIRANG 국고채30년액티브,91795.0,790.0,+0.87%,0.0,91830.0,92080.0,91490.0
390.0,풀무원,10680.0,570.0,+5.64%,500.0,10300.0,10710.0,10180.0
391.0,서연이화,14990.0,260.0,-1.70%,500.0,15360.0,15490.0,14940.0
392.0,E1,58800.0,1800.0,+3.16%,5000.0,57000.0,59500.0,57000.0
393.0,이수화학,17680.0,350.0,+2.02%,5000.0,17330.0,17930.0,17330.0
394.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,0.0,0.0,0.0
395.0,세아제강,140900.0,2300.0,-1.61%,5000.0,144200.0,144700.0,140000.0
396.0,롯데정보통신,25950.0,550.0,+2.17%,5000.0,25850.0,26150.0,25650.0
397.0,유진투자증권,4070.0,20.0,-0.49%,5000.0,4095.0,4105.0,3990.0
398.0,아모레퍼시픽우,37100.0,1150.0,+3.20%,500.0,36300.0,37200.0,35700.0
399.0,코리아써키트,16500.0,670.0,+4.23%,500.0,16260.0,16860.0,16150.0
400.0,신영증권우,54800.0,100.0,+0.18%,5000.0,54700.0,54800.0,54600.0
401.0,삼성FN리츠,4995.0,0.0,0.00%,500.0,4995.0,5010.0,4990.0
402.0,일진전기,10350.0,200.0,+1.97%,1000.0,10370.0,10650.0,9960.0
403.0,LS네트웍스,4850.0,50.0,-1.02%,5000.0,4820.0,4985.0,4820.0
404.0,LG생활건강우,181300.0,2900.0,+1.63%,5000.0,179800.0,183400.0,178500.0
405.0,한국자산신탁,3070.0,15.0,-0.49%,500.0,3085.0,3090.0,3050.0
406.0,조선내화,31950.0,1000.0,+3.23%,500.0,30950.0,32950.0,30900.0
407.0,남해화학,7580.0,20.0,-0.26%,1000.0,7630.0,7690.0,7560.0
408.0,대원강업,6070.0,60.0,+1.00%,500.0,6000.0,6230.0,5930.0
409.0,대원제약,17130.0,90.0,-0.52%,500.0,17220.0,17330.0,16860.0
410.0,아세아시멘트,9640.0,80.0,+0.84%,500.0,9570.0,9710.0,9500.0
411.0,잇츠한불,17110.0,270.0,+1.60%,500.0,16750.0,17640.0,16510.0
412.0,TIGER 25-10 회사채(A+이상)액티브,50630.0,5.0,+0.01%,0.0,50650.0,50665.0,50630.0
413.0,맵스리얼티1,4020.0,10.0,-0.25%,0.0,4005.0,4045.0,3990.0
414.0,TIGER KRX2차전지K-뉴딜,19995.0,965.0,+5.07%,0.0,19180.0,20085.0,18945.0
415.0,ARIRANG 국고채10년액티브,49330.0,175.0,+0.36%,0.0,49385.0,49385.0,49330.0
416.0,유니드,54300.0,1100.0,-1.99%,5000.0,55300.0,55600.0,53600.0
417.0,DB,1818.0,12.0,+0.66%,500.0,1793.0,1865.0,1793.0
418.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10635.0,35.0,+0.33%,0.0,10700.0,10850.0,10615.0
419.0,SGC에너지,24800.0,50.0,-0.20%,5000.0,24750.0,25250.0,24650.0
420.0,HDC,6080.0,10.0,-0.16%,5000.0,6060.0,6150.0,6050.0
421.0,HL홀딩스,35700.0,250.0,-0.70%,5000.0,35950.0,36150.0,35300.0
422.0,한화리츠,5070.0,80.0,-1.55%,500.0,5140.0,5190.0,4970.0
423.0,CJ CGV,7470.0,40.0,-0.53%,500.0,7510.0,7630.0,7390.0
424.0,아세아,166700.0,300.0,-0.18%,5000.0,166500.0,168000.0,165700.0
425.0,에이프로젠바이오로직스,533.0,5.0,+0.95%,500.0,525.0,549.0,512.0
426.0,KB스타리츠,3460.0,0.0,0.00%,500.0,3460.0,3480.0,3420.0
427.0,백광산업,7790.0,0.0,0.00%,500.0,0.0,0.0,0.0
428.0,효성화학,108600.0,4900.0,+4.73%,5000.0,104000.0,110000.0,100100.0
429.0,퍼시스,30100.0,200.0,+0.67%,1000.0,30000.0,30100.0,29650.0
430.0,BGF,3615.0,75.0,+2.12%,1000.0,3550.0,3630.0,3545.0
431.0,한일홀딩스,11220.0,40.0,+0.36%,1000.0,11100.0,11270.0,11090.0
432.0,알루코,3735.0,15.0,-0.40%,500.0,3750.0,3890.0,3730.0
433.0,KBSTAR KIS국고채30년Enhanced,65510.0,435.0,+0.67%,0.0,65440.0,65800.0,65240.0
434.0,에어부산,2945.0,35.0,-1.17%,1000.0,2980.0,3000.0,2920.0
435.0,HD현대에너지솔루션,30650.0,200.0,-0.65%,5000.0,30950.0,31450.0,30600.0
436.0,조일알미늄,2710.0,55.0,+2.07%,500.0,2680.0,2720.0,2650.0
437.0,풍산홀딩스,34300.0,350.0,-1.01%,5000.0,34350.0,34550.0,34100.0
438.0,대신증권우,13170.0,40.0,+0.30%,5000.0,13140.0,13220.0,13140.0
439.0,포스코스틸리온,56900.0,2900.0,+5.37%,5000.0,54800.0,56900.0,53800.0
440.0,세진중공업,5990.0,50.0,-0.83%,500.0,6040.0,6090.0,5940.0
441.0,광동제약,6490.0,150.0,+2.37%,1000.0,6340.0,6600.0,6340.0
442.0,이아이디,1392.0,0.0,0.00%,200.0,0.0,0.0,0.0
443.0,티와이홀딩스,6720.0,30.0,-0.44%,500.0,6730.0,6760.0,6640.0
444.0,SOL 종합채권(AA-이상)액티브,101095.0,265.0,+0.26%,0.0,101100.0,101205.0,101040.0
445.0,현대퓨처넷,3050.0,50.0,+1.67%,500.0,3000.0,3070.0,3000.0
446.0,서흥,28850.0,200.0,+0.70%,500.0,28400.0,29150.0,28400.0
447.0,YG PLUS,5240.0,160.0,+3.15%,500.0,5100.0,5270.0,5100.0
448.0,남양유업,461000.0,6500.0,-1.39%,5000.0,467500.0,467500.0,458000.0
449.0,신도리코,32800.0,150.0,+0.46%,5000.0,32650.0,32900.0,32600.0
450.0,아세아제지,36900.0,400.0,+1.10%,5000.0,36500.0,37150.0,36150.0
451.0,KOSEF 200,33500.0,445.0,+1.35%,0.0,33355.0,33530.0,33355.0
452.0,서울가스,65800.0,400.0,+0.61%,5000.0,65000.0,66000.0,65000.0
453.0,KEC,1631.0,41.0,+2.58%,500.0,1604.0,1638.0,1604.0
454.0,SNT다이내믹스,9800.0,120.0,-1.21%,2500.0,9840.0,9970.0,9690.0
455.0,교보증권,5030.0,0.0,0.00%,5000.0,5030.0,5070.0,4975.0
456.0,KODEX ESG종합채권(A-이상)액티브,103910.0,0.0,0.00%,0.0,103910.0,103910.0,103910.0
457.0,휴비스,9330.0,670.0,-6.70%,5000.0,9400.0,10580.0,9000.0
458.0,조광피혁,48350.0,50.0,+0.10%,5000.0,48300.0,48850.0,48000.0
459.0,ACE 국고채10년,85805.0,295.0,+0.34%,0.0,85770.0,86015.0,85750.0
460.0,한일현대시멘트,16530.0,10.0,-0.06%,5000.0,16690.0,16690.0,16460.0
461.0,STX엔진,13870.0,40.0,-0.29%,2500.0,13890.0,13950.0,13750.0
462.0,남선알미늄,2465.0,5.0,-0.20%,500.0,2480.0,2525.0,2455.0
463.0,한진,21200.0,150.0,-0.70%,5000.0,21300.0,21300.0,20800.0
464.0,진원생명과학,4075.0,25.0,+0.62%,1000.0,4045.0,4190.0,4040.0
465.0,농심홀딩스,68300.0,100.0,-0.15%,5000.0,68400.0,68500.0,67800.0
466.0,KODEX 은행,6080.0,10.0,-0.16%,0.0,6095.0,6115.0,6065.0
467.0,미래에셋 레버리지 원유선물혼합 ETN(H),7690.0,215.0,-2.72%,0.0,7700.0,7740.0,7650.0
468.0,HJ중공업,3775.0,40.0,+1.07%,5000.0,3735.0,3820.0,3690.0
469.0,대한제강,12750.0,50.0,+0.39%,1000.0,12700.0,12910.0,12610.0
470.0,STX중공업,11000.0,200.0,-1.79%,2500.0,11110.0,11260.0,10730.0
471.0,이리츠코크렙,4950.0,0.0,0.00%,500.0,4985.0,4985.0,4900.0
472.0,한국토지신탁,1235.0,2.0,+0.16%,1000.0,1231.0,1237.0,1230.0
473.0,LG헬로비전,4010.0,20.0,+0.50%,2500.0,3985.0,4010.0,3970.0
474.0,스틱인베스트먼트,7450.0,290.0,+4.05%,500.0,7270.0,7570.0,7250.0
475.0,KODEX 국고채3년,57660.0,40.0,+0.07%,0.0,57665.0,57735.0,57640.0
476.0,삼진제약,22300.0,250.0,+1.13%,1000.0,22100.0,22300.0,22050.0
477.0,JW홀딩스,4270.0,105.0,+2.52%,500.0,4145.0,4290.0,4145.0
478.0,한화3우B,13750.0,70.0,+0.51%,5000.0,13750.0,13800.0,13650.0
479.0,코오롱플라스틱,8130.0,130.0,+1.63%,1000.0,8000.0,8370.0,7990.0
480.0,TIGER 중장기국채,48395.0,90.0,+0.19%,0.0,48405.0,48480.0,48390.0
481.0,일양약품,16070.0,270.0,+1.71%,2500.0,15810.0,16150.0,15800.0
482.0,메리츠 KIS CD금리투자 ETN,50730.0,0.0,0.00%,0.0,50730.0,50730.0,50730.0
483.0,TRUE KIS CD금리투자 ETN,50730.0,0.0,0.00%,0.0,50730.0,50730.0,50730.0
484.0,아이마켓코리아,9040.0,10.0,-0.11%,500.0,9040.0,9050.0,8970.0
485.0,지역난방공사,26000.0,300.0,+1.17%,5000.0,25700.0,26000.0,25600.0
486.0,TIGER 미국S&P500선물(H),50980.0,720.0,+1.43%,0.0,50900.0,51035.0,50870.0
487.0,스카이라이프,6280.0,10.0,+0.16%,2500.0,6270.0,6360.0,6210.0
488.0,SK증권,630.0,2.0,+0.32%,500.0,629.0,634.0,625.0
489.0,KISCO홀딩스,18300.0,100.0,-0.54%,1000.0,18130.0,18440.0,18120.0
490.0,모토닉,8950.0,0.0,0.00%,500.0,8950.0,8980.0,8900.0
491.0,이연제약,15880.0,430.0,+2.78%,500.0,15670.0,16140.0,15670.0
492.0,TIGER 미국배당다우존스,10420.0,55.0,-0.53%,0.0,10510.0,10510.0,10395.0
493.0,콘텐트리중앙,15210.0,80.0,+0.53%,5000.0,15180.0,15270.0,15130.0
494.0,한국쉘석유,225000.0,0.0,0.00%,5000.0,225000.0,225500.0,224500.0
495.0,일성신약,21850.0,150.0,-0.68%,1000.0,22000.0,22050.0,21650.0
496.0,삼성 인버스 2X 코스닥150 선물 ETN,7245.0,365.0,-4.80%,0.0,7335.0,7460.0,7200.0
497.0,ACE 미국30년국채액티브(H),8930.0,145.0,+1.65%,0.0,8920.0,8935.0,8900.0
498.0,KODEX 코스피,25815.0,345.0,+1.35%,0.0,25725.0,25820.0,25635.0
499.0,락앤락,5750.0,10.0,+0.17%,500.0,5720.0,5760.0,5710.0
500.0,LS전선아시아,9420.0,140.0,+1.51%,500.0,9280.0,9640.0,9150.0
501.0,수산인더스트리,20150.0,0.0,0.00%,200.0,20300.0,20450.0,20050.0
502.0,TIGER 리츠부동산인프라,4340.0,0.0,0.00%,0.0,4350.0,4350.0,4320.0
503.0,제주은행,8680.0,110.0,+1.28%,5000.0,8590.0,8690.0,8530.0
504.0,환인제약,14970.0,160.0,-1.06%,500.0,15130.0,15130.0,14830.0
505.0,한국콜마홀딩스,14950.0,410.0,+2.82%,500.0,14600.0,15000.0,14430.0
506.0,KODEX 미국채울트라30년선물(H),8160.0,130.0,+1.62%,0.0,8150.0,8165.0,8135.0
507.0,대한제당,3080.0,90.0,+3.01%,500.0,3160.0,3235.0,3020.0
508.0,신성통상,1920.0,31.0,-1.59%,500.0,2015.0,2015.0,1885.0
509.0,SIMPAC,4185.0,100.0,+2.45%,500.0,4100.0,4220.0,4095.0
510.0,넥스틸,10530.0,280.0,-2.59%,500.0,10510.0,11250.0,10350.0
511.0,종근당홀딩스,54600.0,100.0,+0.18%,2500.0,53900.0,54900.0,53900.0
512.0,SOL 반도체소부장Fn,12315.0,180.0,+1.48%,0.0,12565.0,12685.0,12275.0
513.0,도화엔지니어링,8070.0,20.0,-0.25%,500.0,8090.0,8190.0,8060.0
514.0,동화약품,9720.0,390.0,+4.18%,1000.0,9330.0,9730.0,9330.0
515.0,휴스틸,4830.0,20.0,-0.41%,1000.0,4850.0,4900.0,4760.0
516.0,삼양패키징,17090.0,150.0,-0.87%,5000.0,17120.0,17230.0,16910.0
517.0,현대차증권,8490.0,40.0,-0.47%,5000.0,8490.0,8530.0,8450.0
518.0,KODEX 미국달러SOFR금리액티브(합성),10345.0,135.0,-1.29%,0.0,10465.0,10465.0,10330.0
519.0,사조대림,29200.0,650.0,+2.28%,5000.0,28400.0,29200.0,28250.0
520.0,현대코퍼레이션,20150.0,0.0,0.00%,5000.0,20250.0,20500.0,20100.0
521.0,웅진씽크빅,2295.0,10.0,+0.44%,500.0,2265.0,2310.0,2255.0
522.0,웰바이오텍,2915.0,25.0,+0.87%,500.0,2870.0,3065.0,2845.0
523.0,한전산업,8080.0,130.0,+1.64%,500.0,8270.0,8300.0,8030.0
524.0,하나제약,14770.0,320.0,+2.21%,500.0,14450.0,14820.0,14420.0
525.0,SNT홀딩스,16090.0,60.0,+0.37%,500.0,16010.0,16110.0,15880.0
526.0,SOL 미국배당다우존스,9565.0,55.0,-0.57%,0.0,9665.0,9665.0,9545.0
527.0,BYC,417500.0,5000.0,+1.21%,5000.0,412000.0,418500.0,412000.0
528.0,한미글로벌,23700.0,300.0,-1.25%,500.0,24400.0,24400.0,23600.0
529.0,KBSTAR 미국나스닥100,15065.0,165.0,+1.11%,0.0,15095.0,15095.0,15025.0
530.0,삼익THK,12300.0,300.0,+2.50%,500.0,12050.0,12350.0,12050.0
531.0,TYM,5730.0,140.0,+2.50%,2500.0,5600.0,5770.0,5600.0
532.0,AK홀딩스,19380.0,400.0,+2.11%,5000.0,18990.0,19580.0,18990.0
533.0,DL건설,11620.0,30.0,+0.26%,5000.0,11690.0,11790.0,11560.0
534.0,광주신세계,31900.0,200.0,+0.63%,1000.0,31700.0,32000.0,31600.0
535.0,대상홀딩스,6960.0,200.0,-2.79%,1000.0,7250.0,7280.0,6920.0
536.0,CR홀딩스,8940.0,770.0,+9.42%,500.0,8220.0,9150.0,8220.0
537.0,제일약품,17040.0,50.0,+0.29%,500.0,17070.0,17160.0,16950.0
538.0,한화갤러리아,1291.0,5.0,-0.39%,500.0,1296.0,1305.0,1291.0
539.0,KBSTAR 비메모리반도체액티브,10620.0,250.0,+2.41%,0.0,10675.0,10850.0,10560.0
540.0,한국철강,5840.0,110.0,-1.85%,1000.0,5940.0,5950.0,5830.0
541.0,KBSTAR Fn수소경제테마,9390.0,10.0,-0.11%,0.0,9480.0,9480.0,9360.0
542.0,다올투자증권,4055.0,105.0,+2.66%,5000.0,3950.0,4110.0,3915.0
543.0,한솔제지,10320.0,10.0,+0.10%,5000.0,10310.0,10370.0,10210.0
544.0,대동,10180.0,80.0,-0.78%,1000.0,10280.0,10350.0,10130.0
545.0,태경산업,8380.0,110.0,-1.30%,500.0,8120.0,8740.0,7950.0
546.0,TIGER 반도체,34755.0,760.0,+2.24%,0.0,35000.0,35380.0,34610.0
547.0,현대차3우B,101100.0,200.0,-0.20%,5000.0,101900.0,101900.0,100200.0
548.0,케이씨,17930.0,130.0,+0.73%,500.0,18050.0,18050.0,17810.0
549.0,SOL 2차전지소부장Fn,10360.0,325.0,+3.24%,0.0,10125.0,10360.0,9980.0
550.0,CJ4우(전환),57300.0,1200.0,-2.05%,5000.0,58200.0,58500.0,56900.0
551.0,KODEX 삼성그룹밸류,8995.0,90.0,+1.01%,0.0,8995.0,9020.0,8965.0
552.0,경방,8770.0,160.0,-1.79%,500.0,9000.0,9100.0,8730.0
553.0,에스엠벡셀,2150.0,30.0,-1.38%,500.0,2180.0,2200.0,2140.0
554.0,동양,998.0,4.0,-0.40%,500.0,1003.0,1003.0,994.0
555.0,ARIRANG 종합채권(AA-이상)액티브,101835.0,0.0,0.00%,0.0,101835.0,101835.0,101835.0
556.0,한국제지,1236.0,16.0,+1.31%,1000.0,1225.0,1239.0,1220.0
557.0,삼영무역,12690.0,40.0,+0.32%,500.0,12740.0,12740.0,12550.0
558.0,롯데하이마트,9900.0,50.0,+0.51%,5000.0,9850.0,9920.0,9830.0
559.0,동성케미컬,4685.0,0.0,0.00%,1000.0,4655.0,4740.0,4610.0
560.0,한국금융지주우,39700.0,50.0,-0.13%,5000.0,39700.0,39850.0,39500.0
561.0,한농화성,14660.0,390.0,+2.73%,500.0,14350.0,14690.0,14330.0
562.0,코오롱모빌리티그룹,3650.0,0.0,0.00%,500.0,3645.0,3675.0,3615.0
563.0,부국증권,22050.0,150.0,-0.68%,5000.0,21950.0,22400.0,21900.0
564.0,동국씨엠,7600.0,130.0,+1.74%,5000.0,7420.0,7780.0,7420.0
565.0,코오롱,17920.0,180.0,-0.99%,5000.0,18100.0,18160.0,17910.0
566.0,현대지에프홀딩스,3545.0,80.0,+2.31%,500.0,3435.0,3555.0,3425.0
567.0,두산우,56200.0,1700.0,+3.12%,5000.0,56000.0,57500.0,54300.0
568.0,ACE 베트남VN30(합성),18855.0,140.0,-0.74%,0.0,18895.0,18895.0,18660.0
569.0,이지스밸류리츠,4340.0,5.0,+0.12%,1000.0,4305.0,4355.0,4305.0
570.0,신세계 I&C,12940.0,30.0,+0.23%,500.0,13010.0,13040.0,12850.0
571.0,JW생명과학,13980.0,130.0,+0.94%,2500.0,13810.0,13980.0,13730.0
572.0,대덕,6530.0,90.0,+1.40%,500.0,6500.0,6550.0,6480.0
573.0,KBSTAR 미국S&P500,12910.0,20.0,+0.16%,0.0,12975.0,12975.0,12885.0
574.0,KBSTAR ESG사회책임투자,10650.0,100.0,+0.95%,0.0,10540.0,10650.0,10540.0
575.0,신대양제지,5470.0,50.0,+0.92%,500.0,5400.0,5510.0,5380.0
576.0,TIGER 일본니케이225,17735.0,30.0,+0.17%,0.0,17855.0,17855.0,17630.0
577.0,세방,11370.0,10.0,+0.09%,500.0,11380.0,11490.0,11290.0
578.0,아주스틸,8290.0,10.0,-0.12%,500.0,8310.0,8380.0,8240.0
579.0,성신양회,8900.0,50.0,+0.56%,5000.0,8900.0,8960.0,8750.0
580.0,대한제분,128900.0,2400.0,+1.90%,5000.0,126900.0,129500.0,126900.0
581.0,넥센,4055.0,25.0,+0.62%,500.0,4035.0,4060.0,4025.0
582.0,일신방직,9310.0,0.0,0.00%,500.0,9220.0,9400.0,9180.0
583.0,TIGER 23-12 국공채액티브,206210.0,120.0,+0.06%,0.0,206210.0,206210.0,206210.0
584.0,일진다이아,15170.0,130.0,+0.86%,1000.0,15000.0,15240.0,15000.0
585.0,TIGER 헬스케어,26890.0,350.0,+1.32%,0.0,26515.0,26970.0,26455.0
586.0,미원홀딩스,92000.0,400.0,+0.44%,500.0,91600.0,92800.0,90700.0
587.0,KPX케미칼,44050.0,100.0,+0.23%,5000.0,44000.0,44050.0,43850.0
588.0,NPC,5800.0,80.0,+1.40%,500.0,5760.0,5820.0,5730.0
589.0,벽산,3100.0,550.0,+21.57%,500.0,2555.0,3315.0,2555.0
590.0,코오롱글로벌,11180.0,70.0,-0.62%,5000.0,11170.0,11240.0,11110.0
591.0,KIB플러그에너지,890.0,7.0,-0.78%,500.0,897.0,918.0,887.0
592.0,TIGER 차이나CSI300,8980.0,75.0,-0.83%,0.0,9085.0,9085.0,8910.0
593.0,KPX홀딩스,49750.0,150.0,-0.30%,5000.0,49900.0,49950.0,49750.0
594.0,GS글로벌,2530.0,5.0,-0.20%,2500.0,2550.0,2610.0,2515.0
595.0,대성홀딩스,12950.0,160.0,+1.25%,1000.0,12840.0,13030.0,12800.0
596.0,경동인베스트,87600.0,2800.0,-3.10%,5000.0,88300.0,92700.0,85500.0
597.0,교촌에프앤비,8290.0,50.0,-0.60%,500.0,8340.0,8430.0,8230.0
598.0,대교,2445.0,25.0,-1.01%,500.0,2470.0,2480.0,2420.0
